chr	locA	locB	strand	gene_Symbol	score
chr3R	20502965	20521139	+	slo	0
chr3R	20505207	20517655	+	slo	0
chr3R	20512908	20513627	+	slo	0
chr3R	20512908	20517655	+	slo	0
chr3R	20512908	20518038	+	slo	0
chr3R	20517181	20517655	+	slo	0
chr3R	20517181	20518038	+	slo	0
chr3R	20517181	20525148	+	slo	0
chr3R	20519493	20525148	+	slo	0
chr3R	20519493	20532026	+	slo	0
chr3R	20520678	20521139	+	slo	0
chr3R	20520678	20525148	+	slo	0
chr3R	20520678	20529029	+	slo	0
chr3R	20527809	20529029	+	slo	0
chr3R	20553427	20554048	+	tok	0
chr3R	20770250	20770359	-	ssh	0
chr3R	20770250	20770371	-	ssh	0
chr3R	21222433	21223284	-	Fur1	0
chr3R	21318269	21318631	-	CG5112	0
chr3R	21318446	21318592	+	CG5112	0
chr3R	21371882	21372227	+	msi	0
chr3R	21389801	21426459	+	msi	0
chr3R	21389801	21426486	+	msi	0
chr3R	21400605	21410175	+	msi	0
chr3R	21425228	21426459	+	msi	0
chr3R	21425228	21426486	+	msi	0
chr3R	21508354	21508463	-	CG5028	0
chr3R	21535012	21535869	-	LpR2	0
chr3R	21535012	21539683	-	LpR2	0
chr3R	21535746	21565344	-	LpR2	0
chr3R	21702253	21702448	-	Tsp96F	0
chr3R	21715376	21716000	+	Lnk	0
chr3R	21766978	21767371	-	CcapR	0
chr3R	21871190	21871549	+	gro	0
chr3R	21871196	21871549	+	gro	0
chr3R	21921646	21922289	-	dys	0
chr3R	21921910	21922289	-	dys	0
chr3R	22080567	22080673	-	Ald	0
chr3R	22094095	22095810	+	CG6154	0
chr3R	22380078	22381373	+	scrib	0
chr3R	22392082	22401170	+	scrib	0
chr3R	22392082	22416439	+	scrib	0
chr3R	22392082	22424434	+	scrib	0
chr3R	22402078	22405003	+	scrib	0
chr3R	22404442	22405003	+	scrib	0
chr3R	22404442	22406744	+	scrib	0
chr3R	22410021	22411440	+	CG31082	0
chr3R	22410021	22416439	+	scrib	0
chr3R	22423368	22424434	+	CG5467	0
chr3R	22424298	22425015	+	CG5467	0
chr3R	22487256	22489418	-	beat-VII	0
chr3R	22488713	22489418	-	beat-VII	0
chr3R	22674382	22675271	-	Lerp	0
chr3R	22681294	22682019	-	Lerp	0
chr3R	22709348	22709945	+	T48	0
chr3R	22750355	22750983	+	sda	0
chr3R	23008719	23009584	-	Ser	0
chr3R	23013408	23014186	-	Ser	0
chr3R	23116551	23116652	-	Hmu	0
chr3R	23469536	23471132	-	tau	0
chr3R	23492821	23493790	+	CG18437	0
chr3R	23492830	23493790	+	CG18437	0
chr3R	23569472	23570474	+	Ets98B	0
chr3R	23613052	23614094	-	CG34353	0
chr3R	23659618	23660179	-	CG34353	0
chr3R	23772294	23772424	+	CG4963	0
chr3R	23794648	23795549	-	betaTub97EF	0
chr3R	23798642	23800064	-	betaTub97EF	0
chr3R	24060796	24061175	+	CG34354	0
chr3R	24159430	24160429	-	CG14065	0
chr3R	24159430	24166525	-	Gfat2	0
chr3R	24287725	24289911	+	beat-VI	0
chr3R	24287728	24289911	+	beat-VI	0
chr3R	24346600	24346812	-	Ppn	0
chr3R	24346681	24346787	+	Ppn	0
chr3R	24347292	24347422	-	Ppn	0
chr3R	24348203	24348982	-	Ppn	0
chr3R	24351630	24351757	+	Ppn	0
chr3R	24351630	24351768	+	Ppn	0
chr3R	24352133	24352245	-	Ppn	0
chr3R	24353183	24353309	+	Ppn	0
chr3R	24353378	24353501	+	Ppn	0
chr3R	24539664	24540941	+	htt	0
chr3R	24553246	24554771	+	htt	0
chr3R	24665646	24666547	-	Apc	0
chr3R	24866817	24867962	+	Pkc98E	0
chr3R	25003110	25003462	-	CG14509	0
chr3R	25006880	25007594	-	CG14509	0
chr3R	25046787	25047101	+	Ef1gamma	0
chr3R	25047072	25047189	+	Ef1gamma	0
chr3R	25047138	25047372	+	Ef1gamma	0
chr3R	25047589	25047818	+	Ef1gamma	0
chr3R	25208677	25209113	+	NA	0
chr3R	25297372	25299162	+	Ptp99A	0
chr3R	25297372	25300570	+	Ptp99A	0
chr3R	25326440	25327210	-	Trc8	0
chr3R	25422962	25423195	+	alph	0
chr3R	25422962	25423630	+	alph	0
chr3R	25423497	25423630	+	alph	0
chr3R	25465950	25467985	-	DopR2	0
chr3R	25671320	25672793	+	Cad99C	0
chr3R	25722419	25723367	+	CG31038	0
chr3R	25723021	25723367	+	CG31038	0
chr3R	25784752	25787752	-	Takr99D	0
chr3R	25892796	25894142	+	sima	0
chr3R	25935016	25936340	+	sima	0
chr3R	26024215	26024616	-	CG9743	0
chr3R	26134873	26156470	+	hdc	0
chr3R	26190922	26191041	+	NA	0
chr3R	26304840	26305502	+	PH4alphaEFB	0
chr3R	26309614	26310474	+	PH4alphaEFB	0
chr3R	26397530	26398794	+	tmod	0
chr3R	26599294	26600419	+	zfh1	0
chr3R	26625759	26626685	-	wts	0
chr3R	26642596	26643929	+	CG31012	0
chr3R	26649999	26651748	+	CG31012	0
chr3R	26710514	26710926	+	Sap-r	0
chr3R	26795480	26797669	-	5-HT7	0
chr3R	26963123	26964167	+	Gycbeta100B	0
chr3R	26976115	26976434	+	Gycbeta100B	0
chr3R	26976115	26977692	+	Gycbeta100B	0
chr3R	26979748	26984117	+	Gycbeta100B	0
chr3R	26986679	26989357	-	stops	0
chr3R	26986679	26992181	-	stops	0
chr3R	26989261	26994183	-	stops	0
chr3R	27166143	27166303	+	CG34347	0
chr3R	27176989	27177543	+	CG34347	0
chr3R	27180183	27181505	+	CG34347	0
chr3R	27259180	27259610	+	Gprk2	0
chr3R	27279032	27280486	+	Gprk2	0
chr3R	27279032	27282768	+	Gprk2	0
chr3R	27282294	27282508	+	Gprk2	0
chr3R	27423685	27423931	-	NA	0
chr3R	27424025	27424144	+	NA	0
chr3R	27603893	27604480	+	faf	0
chr3R	27643540	27643840	+	NA	0
chr3R	27690853	27692158	-	heph	0
chr3R	27699555	27707593	-	heph	0
chr3R	27707469	27707593	-	heph	0
chr3R	27784756	27795507	-	heph	0
chr3R	27801169	27801687	-	heph	0
chr3RHet	1041	92187	-	CG40155	0
chr3RHet	557374	558155	-	CG41075	0
chr3RHet	609687	672241	-	CG40138	0
chr3RHet	838956	839929	+	NA	0
chr3RHet	1701667	1703297	-	CG41099	0
chr3RHet	1702560	1703293	-	CG41099	0
chr3RHet	1702560	1703297	-	CG41099	0
chr3RHet	1935274	1937280	+	Parp	0
chr3RHet	1936749	1937280	+	Parp	0
chr3RHet	1964214	1964748	+	Parp	0
chr3RHet	2018687	2019257	+	Parp	0
chr3RHet	2204508	2206133	+	NA	0
chr3RHet	2377735	2378322	+	NA	0
chr3RHet	2377735	2382081	+	CG40181	0
chr3RHet	2437711	2438222	+	CG42402	0
chr3RHet	2437711	2439757	+	CG42402	0
chr3RHet	2437711	2443781	+	CG42402	0
chr4	86840	87063	+	RpS3A	0
chr4	86906	87063	+	RpS3A	0
chr4	86967	87110	-	RpS3A	0
chr4	87069	87287	-	RpS3A	0
chr4	92946	93488	+	pan	0
chr4	92946	95791	+	pan	0
chr4	92946	103372	+	pan	0
chr4	92946	106559	+	pan	0
chr4	92946	107792	+	pan	0
chr4	92946	115241	+	pan	0
chr4	92946	115628	+	pan	0
chr4	92946	120101	+	pan	0
chr4	95693	106425	+	pan	0
chr4	95693	107792	+	pan	0
chr4	103263	120101	+	pan	0
chr4	106337	107792	+	pan	0
chr4	114738	120101	+	pan	0
chr4	114763	120101	+	pan	0
chr4	115048	115628	+	pan	0
chr4	115048	118601	+	pan	0
chr4	115048	120101	+	pan	0
chr4	115048	125154	+	pan	0
chr4	162009	162174	+	CG32000	0
chr4	206452	207466	-	CG2316	0
chr4	208622	212012	-	CG2316	0
chr4	231183	231306	+	Crk	0
chr4	254890	257101	+	CG1674	0
chr4	254890	261459	+	CG1674	0
chr4	257020	261459	+	CG1674	0
chr4	302349	303364	-	Syt7	0
chr4	322867	323152	-	Syt7	0
chr4	331814	332041	-	CG2177	0
chr4	333689	333871	-	CG2177	0
chr4	350896	352628	-	CG42314	0
chr4	382929	387388	+	Hcf	0
chr4	390132	390590	+	Hcf	0
chr4	402748	403034	-	CG2052	0
chr4	411050	412170	-	CG2052	0
chr4	411124	411398	+	CG2052	0
chr4	427034	437450	-	NA	0
chr4	470549	471135	+	CaMKI	0
chr4	470549	472080	+	CaMKI	0
chr4	470846	471135	+	CaMKI	0
chr4	470867	471135	+	CaMKI	0
chr4	493772	495394	-	Asator	0
chr4	495078	495730	-	Asator	0
chr4	495585	497728	-	Asator	0
chr4	500660	502330	-	Asator	0
chr4	542098	543730	+	zfh2	0
chr4	542098	545138	+	zfh2	0
chr4	542098	547146	+	zfh2	0
chr4	544956	547146	+	zfh2	0
chr4	554719	554861	-	zfh2	0
chr4	569884	574367	-	Thd1	0
chr4	580720	581446	+	Pur-alpha	0
chr4	631910	634421	+	Eph	0
chr4	634240	635048	+	Eph	0
chr4	640262	642498	+	Eph	0
chr4	659640	661362	-	CG9935	0
chr4	659640	664781	-	CG9935	0
chr4	701065	701761	+	CG11360	0
chr4	701065	705490	+	CG11360	0
chr4	731542	733299	+	ey	0
chr4	731542	735138	+	ey	0
chr4	733118	735138	+	ey	0
chr4	734483	735138	+	ey	0
chr4	751402	752859	+	bt	0
chr4	756140	758535	+	bt	0
chr4	758361	758535	+	bt	0
chr4	758361	763176	+	bt	0
chr4	842932	844244	-	Sox102F	0
chr4	842962	844244	-	Sox102F	0
chr4	844126	848550	-	Sox102F	0
chr4	885973	941825	-	CG11148	0
chr4	895828	924097	-	unc-13	0
chr4	896739	906517	-	unc-13	0
chr4	903242	904267	-	unc-13	0
chr4	903586	906517	-	unc-13	0
chr4	919018	924097	-	unc-13	0
chr4	919300	919429	+	unc-13	0
chr4	920977	921116	+	unc-13	0
chr4	938949	941825	-	eIF4G	0
chr4	940983	941825	-	eIF4G	0
chr4	945708	947287	-	eIF4G	0
chr4	958957	959743	+	mGluRA	0
chr4	974138	975676	-	CG32016	0
chr4	1012691	1018509	+	toy	0
chr4	1012691	1019331	+	toy	0
chr4	1012691	1025244	+	toy	0
chr4	1017137	1018509	+	toy	0
chr4	1017137	1019331	+	toy	0
chr4	1017137	1025244	+	toy	0
chr4	1024342	1025244	+	toy	0
chr4	1024783	1025244	+	toy	0
chr4	1030873	1031027	-	NA	0
chr4	1037732	1037955	-	plexA	0
chr4	1042867	1044306	-	plexA	0
chr4	1043816	1044066	-	plexA	0
chr4	1053897	1054145	+	ATPsyn-beta	0
chr4	1054757	1054859	+	ATPsyn-beta	0
chr4	1064093	1065874	-	CaMKII	0
chr4	1093484	1093936	-	Rfabg	0
chr4	1112884	1122725	+	sv	0
chr4	1116201	1116458	+	sv	0
chr4	1116201	1122725	+	sv	0
chr4	1140562	1141427	-	cals	0
chr4	1150060	1151212	+	CG11155	0
chr4	1161112	1164739	-	CG32017	0
chr4	1193568	1195749	-	pho	0
chr4	1214185	1217103	-	CG17471	0
chr4	1216053	1217103	-	CG17471	0
chr4	1236854	1237236	+	Caps	0
chr4	1236854	1245623	+	Caps	0
chr4	1250827	1250964	+	Caps	0
chr4	1250827	1252976	+	Caps	0
chr4	1250827	1254609	+	Caps	0
chr4	1250827	1259724	+	Caps	0
chr4	1250827	1266305	+	Caps	0
chr4	1250827	1269135	+	Caps	0
chr4	1252028	1252562	+	Caps	0
chr4	1259567	1266305	+	Caps	0
chr4	1265677	1266305	+	Caps	0
chr4	1265677	1269135	+	Caps	0
chr4	1268381	1269135	+	Caps	0
chrU	219232	219496	+	CG40378	0
chrU	219232	250969	+	CG40378	0
chrU	383098	398955	+	CG41042	0
chrU	398731	398955	+	NA	0
chrU	1183014	1183509	+	CG17691	0
chrU	1183262	1184756	+	CG17691	0
chrU	1184082	1184756	+	CG17691	0
chrU	1317212	1318547	+	CG41520	0
chrU	4025480	4025844	-	NA	0
chrU	4026120	4026264	+	NA	0
chrX	39256	39906	+	CG17707	0
chrX	183073	184629	-	CG13375	0
chrX	616291	625219	+	sdk	0
chrX	631201	631698	+	sdk	0
chrX	631201	635909	+	sdk	0
chrX	636562	640148	+	sdk	0
chrX	655412	655522	-	CG5273	0
chrX	712438	713859	-	CG42248	0
chrX	787254	788338	-	CG14632	0
chrX	907972	908173	+	CG11638	0
chrX	1112797	1112912	-	CG3638	0
chrX	1119466	1120315	-	CG3638	0
chrX	1127835	1128312	-	CG3638	0
chrX	1145204	1146129	-	A3-3	0
chrX	1203891	1210194	-	DAAM	0
chrX	1279936	1280395	+	CG32813	0
chrX	1307450	1308718	+	futsch	0
chrX	1375831	1376120	+	sta	0
chrX	1376124	1376339	+	sta	0
chrX	1376132	1376402	+	sta	0
chrX	1577129	1578778	-	CG32809	0
chrX	1584232	1585390	-	CG32809	0
chrX	1643729	1644517	-	Scgdelta	0
chrX	2006278	2006697	+	csw	0
chrX	2162970	2163737	-	CG2924	0
chrX	2166344	2166536	-	CG2918	0
chrX	2225958	2226172	-	Ilp6	0
chrX	2266623	2269286	-	CG14047	0
chrX	2344702	2350719	-	boi	0
chrX	2415566	2416454	-	trol	0
chrX	2535157	2536126	+	sgg	0
chrX	2563945	2564290	+	sgg	0
chrX	2565153	2565855	+	sgg	0
chrX	2565153	2567651	+	sgg	0
chrX	2566946	2567651	+	sgg	0
chrX	2849980	2851290	-	rst	0
chrX	3049959	3050497	+	N	0
chrX	3059075	3059189	-	N	0
chrX	3083254	3140718	+	dnc	0
chrX	3092017	3093677	+	dnc	0
chrX	3138767	3140718	+	dnc	0
chrX	3268972	3270266	+	dm	0
chrX	3278419	3279333	+	dm	0
chrX	3365906	3367404	-	CG12206	0
chrX	3408900	3418064	-	CG32791	0
chrX	3413857	3414166	-	CG32791	0
chrX	3413857	3416345	-	CG32791	0
chrX	3413857	3418064	-	CG32791	0
chrX	3416244	3418064	-	CG32791	0
chrX	3417666	3418064	-	CG32791	0
chrX	3539336	3550850	+	AlstR	0
chrX	3549613	3550850	+	AlstR	0
chrX	3586985	3587965	+	Mnt	0
chrX	3615408	3615680	+	tlk	0
chrX	3675687	3679846	+	tlk	0
chrX	3675687	3681137	+	tlk	0
chrX	3714758	3715048	+	ec	0
chrX	3745969	3764577	+	ec	0
chrX	3745969	3767209	+	ec	0
chrX	3763531	3764577	+	CG34336	0
chrX	3827299	3827440	-	CG2938	0
chrX	3827889	3828121	-	CG2938	0
chrX	3845447	3846074	+	Vap-33-1	0
chrX	4097223	4097519	-	Fas2	0
chrX	4243036	4247646	+	norpA	0
chrX	4248503	4251913	+	norpA	0
chrX	4344720	4345063	+	bi	0
chrX	4344720	4345072	+	bi	0
chrX	4372180	4372463	+	bi	0
chrX	4568399	4570605	-	rap	0
chrX	4577656	4577881	+	Pp2C1	0
chrX	4617210	4619227	+	CG6986	0
chrX	4788650	4789871	+	CG15470	0
chrX	4792440	4793485	+	CG32771	0
chrX	4841639	4842230	+	Ptp4E	0
chrX	4983374	4984178	+	rg	0
chrX	5097343	5111590	+	rg	0
chrX	5118719	5123437	+	rg	0
chrX	5122359	5123437	+	rg	0
chrX	5195353	5196304	+	CG15786	0
chrX	5245861	5247037	+	SK	0
chrX	5270080	5277679	+	SK	0
chrX	5277095	5277679	+	SK	0
chrX	5277095	5282410	+	SK	0
chrX	5277095	5290633	+	SK	0
chrX	5290216	5290633	+	SK	0
chrX	5290216	5292795	+	SK	0
chrX	5292097	5292795	+	SK	0
chrX	5306554	5306856	+	NA	0
chrX	5412408	5412596	-	CG12730	0
chrX	5500117	5500893	+	CG4136	0
chrX	5527138	5528458	-	CG42492	0
chrX	5597035	5598757	+	CG4096	0
chrX	5605509	5605836	-	CG33080	0
chrX	5655201	5656714	-	MAPk-Ak2	0
chrX	5798286	5798394	-	Act5C	0
chrX	5798318	5798427	+	Act5C	0
chrX	5876131	5895731	+	Grip	0
chrX	6005706	6009605	-	Ca-alpha1T	0
chrX	6012150	6020890	-	Ca-alpha1T	0
chrX	6014267	6026346	-	Ca-alpha1T	0
chrX	6017421	6020890	-	Ca-alpha1T	0
chrX	6017421	6026346	-	Ca-alpha1T	0
chrX	6022410	6026346	-	Ca-alpha1T	0
chrX	6022425	6026346	-	Ca-alpha1T	0
chrX	6026224	6026346	-	Ca-alpha1T	0
chrX	6214521	6215031	+	CG15894	0
chrX	6214521	6216002	+	CG15894	0
chrX	6377826	6379560	-	CG42340	0
chrX	6425138	6426059	-	RpL7A	0
chrX	6454407	6479983	+	CG34417	0
chrX	6470822	6471145	+	CG34417	0
chrX	6479725	6479983	+	CG34417	0
chrX	6479725	6482456	+	CG34417	0
chrX	6479728	6479983	+	CG34417	0
chrX	6482099	6482456	+	CG34417	0
chrX	6499212	6525138	+	CG3973	0
chrX	6524737	6525138	+	CG3973	0
chrX	6538594	6539371	+	CG3973	0
chrX	6559032	6559719	+	Ctr1A	0
chrX	6603411	6603929	+	CG14441	0
chrX	6666259	6666927	+	COQ7	0
chrX	6870055	6871621	-	ogre	0
chrX	6978631	6980011	-	Sxl	0
chrX	6984166	6984537	-	Sxl	0
chrX	6984166	6986203	-	Sxl	0
chrX	7126396	7127262	+	CG9650	0
chrX	7539812	7541012	+	ct	0
chrX	7539812	7557587	+	ct	0
chrX	7554438	7555171	+	ct	0
chrX	7556144	7557587	+	ct	0
chrX	7556678	7557587	+	ct	0
chrX	7588818	7608524	-	CG15478	0
chrX	7598810	7608521	-	CHES-1-like	0
chrX	7598814	7608524	-	CG15478	0
chrX	7817032	7817286	-	NA	0
chrX	7833720	7835447	+	CG1530	0
chrX	7855209	7858982	-	sws	0
chrX	7938365	7944589	-	fs(1)h	0
chrX	7957872	7958794	+	mys	0
chrX	7961889	7962127	+	mys	0
chrX	8085844	8086194	+	sdt	0
chrX	8085844	8098336	+	sdt	0
chrX	8102829	8104713	+	sdt	0
chrX	8117660	8118080	+	sdt	0
chrX	8117660	8122131	+	sdt	0
chrX	8129621	8131461	+	sdt	0
chrX	8195811	8201333	-	nAcRalpha-7E	0
chrX	8200677	8201333	-	nAcRalpha-7E	0
chrX	8425557	8426497	+	Nrg	0
chrX	8479842	8480278	+	CG12065	0
chrX	8534392	8536900	-	oc	0
chrX	8605874	8606000	-	Hexo2	0
chrX	8662088	8662975	-	Lim1	0
chrX	8761581	8762257	+	CG12075	0
chrX	8774324	8774433	-	Moe	0
chrX	8893412	8896150	+	rdgA	0
chrX	8990798	8992446	-	CG7766	0
chrX	9115242	9115542	-	t	0
chrX	9226486	9227655	-	CG34449	0
chrX	9276642	9277398	-	CG34352	0
chrX	9366031	9367299	-	CG34339	0
chrX	9537689	9538400	-	l(1)G0232	0
chrX	9705820	9706189	+	CG32698	0
chrX	9705820	9730839	+	CG32698	0
chrX	9730346	9730839	+	CG32698	0
chrX	9954480	9955381	-	CG15312	0
chrX	10016088	10017237	+	CG34104	0
chrX	10028004	10028576	+	CG34104	0
chrX	10118951	10120688	+	CG34408	0
chrX	10136842	10149623	-	Hk	0
chrX	10149525	10153521	-	CG34319	0
chrX	10151700	10152050	-	NA	0
chrX	10284437	13647819	+	Ten-a	0
chrX	10314863	10318987	-	CG32683	0
chrX	10390822	10393690	-	spri	0
chrX	10404368	10413810	-	spri	0
chrX	10413380	10413810	-	spri	0
chrX	10413380	10417594	-	spri	0
chrX	10413380	10417597	-	spri	0
chrX	10469422	10470189	-	spri	0
chrX	10593289	10595154	+	X11Lbeta	0
chrX	10644958	10647709	-	Rph	0
chrX	10675266	10675383	+	sesB	0
chrX	10675271	10675376	+	sesB	0
chrX	10675726	10675852	+	sesB	0
chrX	10675726	10676028	+	sesB	0
chrX	10676032	10676464	-	sesB	0
chrX	10676234	10676700	-	sesB	0
chrX	10676472	10676586	-	sesB	0
chrX	10685501	10685668	-	NA	0
chrX	10707281	10708126	-	Imp	0
chrX	11090192	11090297	+	NA	0
chrX	11116051	11116287	-	NA	0
chrX	11116051	11120111	-	CG11105	0
chrX	11118149	11120111	-	CG11105	0
chrX	11126684	11130853	-	CG11105	0
chrX	11191343	11192255	-	CG34144	0
chrX	11237664	11237863	-	CG34348	0
chrX	11270874	11276013	+	dlg1	0
chrX	11270874	11277145	+	dlg1	0
chrX	11275888	11277145	+	dlg1	0
chrX	11275888	11281966	+	dlg1	0
chrX	11281804	11290136	+	dlg1	0
chrX	11289272	11290136	+	dlg1	0
chrX	11289272	11293849	+	dlg1	0
chrX	11289272	11294865	+	dlg1	0
chrX	11291857	11292855	+	dlg1	0
chrX	11293774	11294865	+	dlg1	0
chrX	11294820	11296820	+	dlg1	0
chrX	11444509	11445380	+	CG32666	0
chrX	11473623	11473736	+	NA	0
chrX	11590435	11592630	+	PhKgamma	0
chrX	11590435	11593439	+	PhKgamma	0
chrX	11687475	11689219	+	CkIIbeta	0
chrX	11708729	11709572	-	CG1578	0
chrX	11717315	11721050	+	CG32663	0
chrX	11833727	11843287	-	cac	0
chrX	11840527	11848314	-	cac	0
chrX	11842660	11843287	-	cac	0
chrX	11842660	11844190	-	cac	0
chrX	11842660	11848314	-	cac	0
chrX	11856052	11856648	-	cac	0
chrX	11856262	11863247	-	cac	0
chrX	11865491	11866276	-	cac	0
chrX	11870435	11871595	-	cac	0
chrX	12210796	12211438	+	Ten-a	0
chrX	12210796	12213460	+	Ten-a	0
chrX	12369672	12370030	+	CG42258	0
chrX	12501730	12502898	+	CG32654	0
chrX	12501730	12503381	+	CG32654	0
chrX	12529764	12534872	+	tomosyn	0
chrX	12537905	12538800	+	tomosyn	0
chrX	12542569	12543215	+	tomosyn	0
chrX	12624966	12626433	-	Smr	0
chrX	12700930	12701261	-	Pde9	0
chrX	12723742	12726373	-	Pde9	0
chrX	12925747	12926949	+	rad	0
chrX	12925747	12967121	+	rad	0
chrX	12966260	12967121	+	CG18646	0
chrX	12975545	12977131	-	hep	0
chrX	12979628	12981173	-	hep	0
chrX	12990804	12992625	-	CG4351	0
chrX	13066345	13067214	-	CG34411	0
chrX	13113780	13114179	-	mew	0
chrX	13158978	13164675	-	HDAC4	0
chrX	13170467	13176262	-	HDAC4	0
chrX	13223692	13224555	-	Jafrac1	0
chrX	13267895	13268418	+	CG1640	0
chrX	13396491	13398177	+	CG32635	0
chrX	13414550	13415216	+	CG15753	0
chrX	13469934	13471697	+	Tango13	0
chrX	13469934	13474218	+	Tango13	0
chrX	13478893	13480125	+	Tango13	0
chrX	13490408	13493490	-	up	0
chrX	13543409	13544100	+	NFAT	0
chrX	13543687	13544100	+	NFAT	0
chrX	13548816	13550067	+	NFAT	0
chrX	13594904	13595386	-	CG9940	0
chrX	13595129	13595386	-	CG9940	0
chrX	13644348	13646060	-	CG10990	0
chrX	13653901	13654284	+	Yp3	0
chrX	13653903	13654016	-	Yp3	0
chrX	13653996	13654124	+	Yp3	0
chrX	13661819	13664175	+	rdgB	0
chrX	13700564	13702527	+	CG33174	0
chrX	13728847	13731790	-	CG32626	0
chrX	13861302	13862106	-	mamo	0
chrX	13879246	13880107	-	NA	0
chrX	13879246	13903876	-	ben	0
chrX	14585238	14586488	-	NetB	0
chrX	14818258	14820907	+	Flo-2	0
chrX	14840303	14840514	-	CG9009	0
chrX	14865131	14865831	+	eag	0
chrX	14887478	14887799	+	eag	0
chrX	14891966	14894861	+	eag	0
chrX	14924618	14926606	+	CG32594	0
chrX	14924618	14928125	+	CG32594	0
chrX	14924618	14935947	+	CG32594	0
chrX	14924788	14925017	-	hiw	0
chrX	14927638	14928125	+	CG32594	0
chrX	14967373	14968407	-	Lsd-2	0
chrX	14967969	14968407	-	Lsd-2	0
chrX	14991488	14993070	+	rab3-GEF	0
chrX	14991488	14995205	+	rab3-GEF	0
chrX	14993845	14995205	+	rab3-GEF	0
chrX	15032709	15032946	-	RpL37a	0
chrX	15032807	15033351	-	RpL37a	0
chrX	15199861	15200612	+	CG15032	0
chrX	15199861	15205249	+	CG15032	0
chrX	15200009	15200139	+	CG15032	0
chrX	15200121	15200250	-	CG15032	0
chrX	15204410	15205249	+	CG15032	0
chrX	15265544	15266241	-	acj6	0
chrX	15286402	15294847	-	cngl	0
chrX	15304864	15305136	-	CG18210	0
chrX	15313995	15315661	-	CG18210	0
chrX	15314388	15315661	-	CG18210	0
chrX	15406749	15406859	+	Ac13E	0
chrX	15433438	15433959	-	NA	0
chrX	15483657	15484986	-	CG9220	0
chrX	15507250	15508939	-	sog	0
chrX	15713628	15714586	+	sd	0
chrX	15723220	15723354	+	Chc	0
chrX	15724090	15724351	-	Chc	0
chrX	15759378	15759501	-	NA	0
chrX	15830831	15831064	-	Stim	0
chrX	15853835	15854945	-	mmd	0
chrX	15959434	15961832	+	dpr18	0
chrX	16174918	16175536	+	eas	0
chrX	16217391	16218634	+	CG32579	0
chrX	16368479	16369783	-	para	0
chrX	16376658	16377892	-	para	0
chrX	16380373	16398331	-	para	0
chrX	16380412	16398331	-	para	0
chrX	16380412	16400472	-	para	0
chrX	16380750	16383886	-	para	0
chrX	16383019	16398331	-	para	0
chrX	16386479	16394602	-	para	0
chrX	16386479	16398331	-	para	0
chrX	16398022	16400472	-	para	0
chrX	16398022	16408217	-	para	0
chrX	16638646	16639986	-	CG9634	0
chrX	16663885	16665728	-	if	0
chrX	16740974	16743974	-	CG13003	0
chrX	17038650	17039165	-	RpS5a	0
chrX	17038650	17041233	-	RpS5a	0
chrX	17083024	17087068	+	baz	0
chrX	17116206	17116455	+	CG5172	0
chrX	17357625	17358981	-	CG8557	0
chrX	17426883	17428689	-	CG12432	0
chrX	17537055	17538211	-	RhoGAPp190	0
chrX	17540552	17544271	-	RhoGAPp190	0
chrX	17578147	17578715	-	CG32556	0
chrX	17578147	17589647	-	CG32556	0
chrX	17614619	17615648	+	CG42270	0
chrX	17771453	17772549	-	mnb	0
chrX	17834752	17835190	-	Sh	0
chrX	17844643	17845643	-	Sh	0
chrX	17933117	17934416	-	Sh	0
chrX	18007290	18008679	-	wupA	0
chrX	18008476	18008679	-	wupA	0
chrX	18086363	18086596	+	Frq2	0
chrX	18266063	18267488	+	CrebB-17A	0
chrX	18266063	18270427	+	CrebB-17A	0
chrX	18352830	18356569	-	CG32547	0
chrX	18356017	18356569	-	CG32547	0
chrX	18460728	18461669	+	Bx	0
chrX	18522506	18523284	-	wgn	0
chrX	18530646	18531819	-	Rip11	0
chrX	18531445	18531819	-	Rip11	0
chrX	18584023	18585020	-	Cyp18a1	0
chrX	18607389	18607983	-	CCKLR-17D1	0
chrX	18847558	18847951	+	CG32541	0
chrX	18847558	18881290	+	CG32541	0
chrX	18898619	18907432	+	CG32541	0
chrX	18905006	18907432	+	CG32541	0
chrX	19358225	19360254	+	kek5	0
chrX	19413199	19414860	-	l(1)G0156	0
chrX	19417035	19418196	+	CoRest	0
chrX	19420873	19421867	+	CG32534	0
chrX	19428023	19428389	-	CG32532	0
chrX	19469390	19471627	-	Tao-1	0
chrX	19593590	19593704	+	NA	0
chrX	19920737	19922971	-	D2R	0
chrX	20125057	20125275	-	Rab10	0
chrX	20181304	20186976	-	CG1504	0
chrX	20358034	20362421	-	RhoGAP19D	0
chrX	20361573	20362421	-	RhoGAP19D	0
chrX	20530851	20531670	+	Cyp6v1	0
chrX	20530851	20532361	+	Cyp6v1	0
chrX	20663381	20677010	-	shakB	0
chrX	20787861	20788500	-	NA	0
chrX	20921140	20921243	+	CG1518	0
chrX	20921622	20922432	-	CG1518	0
chrX	20923045	20923523	+	CG1518	0
chrX	20931518	20932584	+	bves	0
chrX	20931521	20932584	+	bves	0
chrX	21082106	21082826	-	CG32521	0
chrX	21247146	21247693	+	slgA	0
chrX	21247146	21252090	+	slgA	0
chrX	21859262	21860096	+	CG14619	0
chrX	21865374	21867358	+	CG14619	0
chrX	21895316	21896111	+	l(1)G0196	0
chrX	21895316	21905576	+	l(1)G0196	0
